gene,quan,ess,interact,rec,avg_cv,avg_intra_cv
YPL176C,38.45,OTHER,12,0.93,0.14852226775083,0.209727637232325
YPL175W,30.85,ESS,,0.9,0.126636729632693,0.27369927275804
YPL174C,22.08,RICH,79,0.98,0.146320073473068,0.257049269986145
YPL173W,61.25,RICH,,0.83,0.100310311014314,0.218784259340683
YPL172C,30.63,OTHER,85,1.08,0.136243390743345,0.270690239299164
YPL171C,12.87,OTHER,28,1.52,0.164893999513105,0.217923367564274
YPL170W,103.98,OTHER,9,1.52,0.153195357563042,0.230455882830641
YPL169C,64.4,ESS,,1.45,0.186981235558764,0.243904216297568
YPL168W,25.73,OTHER,,1.03,0.0804088477388587,0.306398041054594
YPL167C,24.27,OTHER,17,0.78,0.153092716072563,0.258412899171001
YPL166W,11.6,OTHER,,0.94,0.14849814990036,0.295788270167599
YPL165C,8.4,OTHER,14,0.91,0.167455433412279,0.282354104790296
YPL164C,24.7,OTHER,,0.98,0.111649802814592,0.241804829483735
YPL163C,312.63,OTHER,,1.04,0.130121634948175,0.234264748803185
YPL162C,17.95,CHEM,,0.87,0.125894711170976,0.227283907144638
YPL161C,23.03,RICH,,0.98,0.102279101214951,0.272941006741573
YPL160W,239.13,ESS,,0.93,0.105284247625326,0.230300549266213
YPL159C,57.17,OTHER,63,0.89,0.0844588748647565,0.269582718857201
YPL158C,109.85,OTHER,126,0.88,0.155886994453881,0.22289104761941
YPL157W,43.63,RICH,,1.12,0.123357606419156,0.250860225290744
YPL156C,52.18,OTHER,,1.16,0.169837854179717,0.299454853288687
YPL155C,19.48,OTHER,16,0.9,0.170338201174825,0.258771518632992
YPL154C,277.97,OTHER,,0.82,0.134486995493325,0.210797457069197
YPL153C,12.72,ESS,,0.78,0.136888618738605,0.275947135860488
YPL152W,23.42,OTHER,,1.01,0.103218749512072,0.242050913119836
YPL151C,37.82,ESS,,0.79,0.102442949726244,0.253634183729897
YPL150W,30.57,OTHER,39,0.85,0.122598160250864,0.248833085299153
YPL149W,39.6,OTHER,,0.93,0.102026274803835,0.220763651687216
YPL148C,21.9,RICH,106,0.92,0.110129923614851,0.250817607403251
YPL147W,13.37,OTHER,23,1.08,0.122324615548626,0.307960231656102
YPL146C,163.05,ESS,,1.05,0.158998053357266,0.278049875498369
YPL145C,86.57,OTHER,86,1.13,0.130217249013975,0.234207632957132
YPL144W,34.73,OTHER,,1.23,0.122188498413509,0.313909492026768
YPL143W,1997.98,ESS,,1.32,0.278723703049689,0.201826180366939
YPL142C,0.78,ESS,,1.17,0.269477318768414,0.284040039763248
YPL141C,28.38,OTHER,12,0.74,0.163010454627408,0.240273583988464
YPL140C,25.98,OTHER,10,0.82,0.112959925678957,0.280783743026241
YPL139C,52.08,OTHER,,0.86,0.133933120764261,0.200938129687977
YPL138C,38.1,OTHER,,0.95,0.126639159630601,0.228450600655537
YPL137C,56.98,OTHER,,0.92,0.113969461970764,0.200790742731269
YPL136W,0.53,OTHER,,1.1,0.143797283111646,0.297771355136318
YPL135W,232.35,OTHER,,1.18,0.16103322391382,0.238512970110489
YPL134C,41.83,OTHER,10,1.13,0.143751713453824,0.279894477572508
YPL133C,25.23,OTHER,,0.95,0.0920181905130925,0.22921763822415
YPL132W,44.77,OTHER,,0.9,0.123653258774887,0.328164294369052
YPL131W,2522.78,ESS,,0.9,0.139298255220868,0.161953759911209
YPL130W,4.68,CHEM,57,0.85,0.100637347878665,0.290456756243601
YPL129W,102.4,RICH,,0.93,0.184631015808505,0.27402998444993
YPL128C,42.8,ESS,,1.1,0.0884188163402962,0.221631190910068
YPL127C,128.4,OTHER,,1.37,0.122294937940614,0.257850355372925
YPL126W,127.8,ESS,,1.2,0.0886981047595609,0.25656062017288
YPL125W,52.48,RICH,,1.045,0.135709969249359,0.243116245124506
YPL124W,14.95,ESS,,0.88,0.177984738001637,0.176725482174396
YPL123C,22.17,CHEM,13,0.98,0.0997467447188639,0.300532451649136
YPL122C,38.87,ESS,,0.93,0.16249737031249,0.242527907145685
YPL121C,0.15,CHEM,,0.95,0.0948640628190734,0.203695797019606
YPL120W,16.67,OTHER,,1.07,0.146510723117971,0.310903386041998
YPL119C-A,4.55,OTHER,,,0.164216263270072,0.264298430251747
YPL119C,11.13,CHEM,,0.96,0.142360068476836,0.22805174488172
YPL118W,98.63,RICH,,0.98,0.14814411219314,0.25592628176649
YPL117C,206.18,ESS,,1.12,0.147924073110435,0.246166925106199
YPL116W,33.48,CHEM,5,1,0.108804296764141,0.243437949111032
YPL115C,48.23,OTHER,11,0.92,0.119130402900973,0.232134767031069
YPL114W,7.65,OTHER,,1,0.108724529614922,0.202334042003465
YPL113C,16.05,OTHER,,0.97,0.120265239899807,0.232364591730921
YPL112C,67,OTHER,,1.19,0.20319511598369,0.276566340510795
YPL111W,104.18,OTHER,,2.05,0.117080530224532,0.19085804330135
YPL110C,30.95,CHEM,2,1.24,0.114388360425316,0.232874084154532
YPL109C,10.98,OTHER,59,0.99,0.140083309716771,0.280227517790519
YPL108W,18.68,OTHER,,0.87,0.198755276653056,0.213189281202033
YPL107W,32.87,OTHER,,0.92,0.132713236966989,0.2089979260845
YPL106C,710.1,RICH,,0.92,0.130269046194421,0.182167410919813
YPL105C,135.35,OTHER,,0.85,0.125588503902997,0.256924576146721
YPL104W,27.05,RICH,9,0.9,0.157376219953992,0.281319050774203
YPL103C,26.17,OTHER,,0.94,0.114917649284387,0.255376731550454
YPL102C,0.45,CHEM,,1.025,0.135297840428884,0.268385079004216
YPL101W,40.08,RICH,54,1.19,0.115282198672469,0.25084526360362
YPL100W,34.97,OTHER,23,0.94,0.120762258839137,0.274535790307308
YPL099C,31.7,OTHER,,0.81,0.118634565020951,0.203061036662878
YPL098C,136.47,OTHER,45,0.8,0.176963766696048,0.118919160277501
YPL097W,26.23,RICH,,0.83,0.141060988155617,0.316485198142894
YPL096C-A,103.02,OTHER,44,,0.199860785662287,0.279973416696045
YPL096W,37.25,OTHER,,0.92,0.133482433099132,0.266740827129342
YPL095C,36,OTHER,,1.11,0.131264911612978,0.294296868985423
YPL094C,195.93,ESS,,1.26,0.134218655583568,0.237748924156609
YPL093W,208.42,ESS,,1.17,0.10953120156458,0.218253722874697
YPL092W,92.97,CHEM,,1.85,0.085679292226863,0.262041089193819
YPL091W,131.18,OTHER,24,1.34,0.123694777369294,0.19648640445087
YPL090C,1733.12,RICH,31,1.06,0.184342667448766,0.150697084976211
YPL089C,82.82,OTHER,,1.18,0.122787483381929,0.291117610592373
YPL088W,214.2,CHEM,,1.84,0.0952017548831912,0.266855848792897
YPL087W,81.38,CHEM,,1.35,0.159441246590422,0.258457143872562
YPL086C,66.8,RICH,46,1.01,0.13735191297297,0.274367008744261
YPL085W,58.65,ESS,,1.11,0.148448462449688,0.22689164090358
YPL084W,42.38,OTHER,,0.96,0.161477219409114,0.234316934889458
YPL083C,24.25,ESS,,0.86,0.103470592073166,0.238248670044964
YPL082C,60.32,ESS,,1.12,0.162330824164025,0.229207088860644
YPL081W,409.72,CHEM,,1.13,0.157410698141598,0.157576363102484
YPL080C,0.32,OTHER,,0.98,0.118062040354511,0.388443943377606
YPL079W,1256.02,OTHER,23,0.94,0.186745328733081,0.183164222149254
YPL078C,271.6,RICH,,0.91,0.110750374187191,0.210043290412387
YPL077C,9.68,OTHER,,0.84,0.143573041059506,0.215705626163443
YPL076W,25.03,ESS,,1.05,0.181054493397956,0.269721148004063
YPL075W,49.32,ESS,,1.12,0.12392514106959,0.33806329945331
YPL074W,30.4,CHEM,,0.88,0.115829277696793,0.241502154455545
YPL073C,0.3,OTHER,,0.99,0.180132057603068,0.188494182369647
YPL072W,21.4,OTHER,,0.94,0.146191753375017,0.271330757821471
YPL071C,55.52,OTHER,,1.02,0.119091526464644,0.380225255723463
YPL070W,41.55,OTHER,,0.95,0.148598129148486,0.213883913680412
YPL069C,25.67,RICH,,1.21,0.144711458337774,0.31538819691546
YPL068C,46.37,RICH,,1.61,0.132656874732533,0.345704325999994
YPL067C,28.78,OTHER,,1.79,0.208079527591676,0.23453998504316
YPL066W,67.73,OTHER,,1.34,0.129323646419833,0.326391941832622
YPL065W,33.82,OTHER,23,1.03,0.173965998152441,0.23991528713048
YPL064C,51.33,OTHER,,1.16,0.146380414982531,0.226081990319331
YPL063W,121.15,ESS,,1.35,0.118593715365513,0.302391769683363
YPL062W,1.38,OTHER,,1.39,0.108834761928976,0.314819491838127
YPL061W,632.93,OTHER,,1.25,0.134297306381405,0.187986623269542
YPL060W,17.43,CHEM,,0.94,0.0868803311697224,0.265474135295526
YPL059W,129.62,CHEM,,0.9,0.102324152257103,0.246151409147509
YPL058C,105.65,OTHER,9,1.14,0.186824091637322,0.267962214251975
YPL057C,79.72,OTHER,,1.38,0.127123484966509,0.233496769141393
YPL056C,13.83,OTHER,,1.33,0.205611045617077,0.328635838983723
YPL055C,33.75,RICH,112,1.63,0.129226923453953,0.317676218341588
YPL054W,16.72,OTHER,,1.19,0.167786507077304,0.26496480174048
YPL053C,99.23,OTHER,24,1.1,0.147481712400611,0.27497968643606
YPL052W,46.85,OTHER,,1.15,0.111226328015822,0.34893186389131
YPL051W,41.62,OTHER,99,0.97,0.177903071186142,0.293859784952902
YPL050C,136.17,RICH,,1.18,0.142679723263836,0.219216274416828
YPL049C,121.8,OTHER,,1.82,0.144741821286239,0.223385884284602
YPL048W,282.38,OTHER,,1.75,0.127705647948185,0.183049961723404
YPL047W,44.12,RICH,66,1.04,0.149900724157935,0.289381237317947
YPL046C,26.2,OTHER,17,0.99,0.18437080642621,0.286438240047615
YPL045W,36.05,RICH,,0.96,0.107071108064208,0.268379752251547
YPL044C,0.15,ESS,,0.88,0.166053336893176,0.322017309867905
YPL043W,131.97,ESS,,0.95,0.124905298062871,0.22733974263634
YPL042C,37.55,RICH,,1.47,0.135968307181677,0.271312240385217
YPL041C,18.33,OTHER,,1.22,0.109202826282454,0.30331706491527
YPL040C,21.92,RICH,,0.98,0.0799896071684001,0.246656024298839
YPL039W,40.05,OTHER,,1.06,0.145019166798601,0.270300955417964
YPL038W,57.35,OTHER,13,1.31,0.132309945025698,0.214991920228646
YPL037C,901.13,OTHER,26,1.82,0.243271535939149,0.162498893361326
YPL036W,10.57,CHEM,32,1.05,0.130803448611485,0.274014157164756
YPL035C,0.65,OTHER,,0.99,0.123220820908085,0.169534655400972
YPL034W,18.53,OTHER,,1.04,0.178671165018302,0.234372612128857
YPL033C,9.1,OTHER,,1.37,0.103038169354167,0.272063123266618
YPL032C,98.68,OTHER,63,1.065,0.124445520222737,0.254251440774833
YPL031C,42.85,RICH,,1.1,0.0896435739783726,0.245288757445372
YPL030W,49.15,OTHER,,1.01,0.118696975269412,0.308719750808483
YPL029W,26.97,RICH,30,1.17,0.148560334229232,0.25407449018121
YPL028W,297.1,ESS,,1.15,0.122069625044132,0.221627368817563
YPL027W,1.4,CHEM,,0.97,0.137832287808604,0.225950130628774
YDR266C,72.88,OTHER,,0.94,0.174124903517555,0.265658209006115
YDR267C,47.87,ESS,,0.82,0.129731662711859,0.219247184932273
YDR268W,22.6,RICH,,1.09,0.117242378573616,0.246732916662342
YDR269C,0.08,OTHER,,1.33,0.0737323994272838,0.193612363382645
YDR270W,30.72,OTHER,,1.11,0.134090661812554,0.231812806329585
YDR271C,1.08,OTHER,,0.74,0.20499242951359,0.455935716874231
YDR272W,91.03,OTHER,,0.92,0.1071784506531,0.294198859845861
YDR273W,10.22,OTHER,,1.14,0.113900619410753,0.230338643759684
YDR274C,0.25,OTHER,,1.41,0.206703183161712,0.252845578695113
YDR275W,41.53,OTHER,,1.53,0.13089248742347,0.226198524065325
YDR277C,111.68,OTHER,12,1.2,0.0957862225458541,0.220539907453918
YDR278C,1.78,OTHER,,0.91,0.26085563286251,0.246571744450094
YDR279W,29.8,OTHER,27,0.71,0.111728126656969,0.294359307737631
YDR280W,86.15,ESS,,0.8,0.12908780252475,0.232487790643327
YDR281C,8.43,RICH,,1.02,0.158136806077465,0.247397273627096
YDR282C,12.72,OTHER,,1.03,0.0788922298373927,0.273877516945575
YDR283C,55.13,OTHER,53,0.74,0.110994071052498,0.297827397861346
YDR284C,36.2,OTHER,,0.88,0.125806112634871,0.138725601385275
YDR285W,10.72,OTHER,,0.92,0.100002434896176,0.265896484877968
YDR286C,49.37,OTHER,,1.01,0.12733400658612,0.242816257962605
YDR287W,36.45,OTHER,6,0.87,0.144793451329694,0.219589292791489
YDR288W,41.52,ESS,,1.02,0.111612846005859,0.269835466837975
YDR289C,41.77,OTHER,52,0.88,0.121875947421961,0.272575008218329
YDR290W,0.1,OTHER,,0.86,0.19619224307923,0.347551515904364
YDR291W,32.28,OTHER,,0.78,0.150111655847156,0.288830330379726
YDR292C,63.9,ESS,,0.71,0.100754541277083,0.290107458615141
YDR293C,101.12,RICH,215,0.68,0.0999625693131083,0.302680628422723
YDR294C,103.65,OTHER,,0.8,0.11080720005331,0.215585132662989
YDR295C,29.97,OTHER,,1.15,0.139564385218476,0.274082253929961
YDR296W,45.88,RICH,,1.27,0.101140421672315,0.177440511142282
YDR297W,233.8,OTHER,18,1.32,0.123682543617029,0.211113555889813
YDR298C,260.27,RICH,26,1.39,0.132673371134048,0.224971240015039
YDR299W,102.57,ESS,,0.99,0.11649373461544,0.212822061210252
YDR300C,83.05,RICH,,1.04,0.139822592729332,0.232070004837958
YDR301W,55.22,ESS,,0.88,0.073263744194863,0.228707264375561
YDR302W,77.3,ESS,,0.86,0.16740731900685,0.25258717500214
YDR303C,58.93,ESS,,0.8,0.170367445992624,0.283726172821029
YDR304C,283.75,OTHER,,0.8,0.115898098919592,0.206054497612101
YDR305C,42.63,OTHER,16,0.83,0.11353600276176,0.223157436965753
YDR306C,40.72,OTHER,,1.11,0.13179483330659,0.282631457284144
YDR307W,34.45,OTHER,,0.84,0.123697960742953,0.267538050103195
YDR308C,75.63,ESS,,0.93,0.149057602683402,0.188411387188328
YDR309C,266.45,OTHER,10,1.29,0.096037395465671,0.243709584467838
YDR310C,81,RICH,,1.01,0.143157363719169,0.214963688026446
YDR311W,32.12,ESS,,1.09,0.139893364293312,0.249159207465002
YDR312W,39.32,OTHER,15,1.05,0.10595669635885,0.239753889872607
YDR313C,24.35,OTHER,,1.14,0.146156476191434,0.230696367694786
YDR314C,6.65,OTHER,3,0.92,0.137493637108642,0.265398621085974
YDR315C,16.2,OTHER,80,0.86,0.185600288726677,0.282098484539036
YDR316W,34.17,OTHER,134,1.02,0.16133330456762,0.259164254211582
YDR316W-A,0,OTHER,,,0.118698198229732,0.231660115828916
YDR316W-B,622.53,OTHER,,,0.0986541359517413,0.205335126962497
YDR317W,16.12,OTHER,,0.84,0.160423763565528,0.313929794872126
YDR318W,22.88,RICH,28,1.12,0.124826682620037,0.319659518640142
YDR319C,35.27,OTHER,,0.88,0.163573286829653,0.252046303103308
YDR320C,48.25,RICH,,1.04,0.13167451347764,0.212990922796542
YDR320C-A,206.7,ESS,,,0.134260616941197,0.164464294844303
YDR321W,155.07,OTHER,,0.96,0.126958860870711,0.248383995858092
YDR322W,67.72,RICH,,0.92,0.177431767668367,0.230034204130945
YDR322C-A,320.43,OTHER,15,,0.21656683401547,0.380562391277063
YDR323C,16.82,RICH,,0.94,0.0951794728690439,0.237625497704155
YDR324C,82.48,ESS,,0.71,0.11276883316428,0.254346630959597
YDR325W,28.22,ESS,,0.75,0.141518962439854,0.211919282471291
YDR326C,76.73,OTHER,,0.85,0.166500658755347,0.277786476582366
YDR327W,0.47,ESS,,1.08,0.141651750832919,0.169504654256247
YDR328C,138.98,ESS,,1.11,0.131587265021412,0.216514628241538
YDR329C,37.25,RICH,22,0.9,0.110278337035492,0.200773924422123
YDR330W,51.17,OTHER,6,0.82,0.113616300474052,0.189700047213776
YDR331W,42.13,ESS,,0.92,0.15099929537571,0.229179424143608
YDR332W,28.63,RICH,15,0.92,0.124422240758176,0.272208779462039
YDR333C,54.32,OTHER,,0.82,0.0678074889990684,0.240309968253786
YDR334W,65.98,RICH,72,1.12,0.148325754733486,0.194463070676571
YDR335W,96.3,RICH,39,0.94,0.167305094674518,0.269197774801709
YDR336W,34.53,OTHER,,1.09,0.106153053690935,0.316569050817773
YDR337W,62.85,RICH,,0.91,0.126157360151449,0.277575536066445
YDR338C,24.4,OTHER,,0.83,0.143757284748226,0.20183568395994
YDR339C,148.68,ESS,,0.89,0.15421539355738,0.232314013178368
YDR340W,131.23,OTHER,,0.98,0.173533764869744,0.366902317771494
YDR341C,331.23,ESS,,0.91,0.0997052019294401,0.220767144861792
YDR342C,820.72,OTHER,,1.08,0.167910223220359,0.212766351592378
YDR343C,18.3,OTHER,,1.045,0.160807106300284,0.214109267704892
YDR344C,4.52,OTHER,,1,0.123775899058891,0.306773500194673
YDR345C,2167.22,OTHER,,1.02,0.130638316627037,0.207527500074916
YDR346C,245.18,OTHER,13,1.31,0.107707439056854,0.214517368690063
YDR347W,62.45,RICH,,1.08,0.126886350564343,0.215563500314146
YDR348C,79.13,RICH,,0.9,0.121908007126238,0.243016954248774
YDR349C,84.65,OTHER,,0.785,0.153175055673188,0.205060694209979
YDR350C,36.5,RICH,,0.95,0.13947161139724,0.2372331681994
YDR351W,68.85,OTHER,,0.78,0.10606975162815,0.283699719796676
YDR352W,44.58,OTHER,,1.03,0.197540487304159,0.223093128284659
YDR353W,419.98,ESS,,1.33,0.165417738181212,0.224488347974376
YDR354W,105.37,OTHER,,1.15,0.127212739078723,0.222722534264097
YDR355C,0.08,ESS,,1.01,0.139100267787151,0.0915899343387901
YDR356W,29.58,ESS,,1.07,0.118086027015595,0.211804655986993
YDR357C,101.83,OTHER,,0.91,0.150604124128987,0.284525979169705
YDR358W,33.9,OTHER,35,0.81,0.149396581151019,0.262705873927845
YDR359C,38.82,RICH,,0.75,0.13919598424267,0.285349938191442
YDR360W,0.07,OTHER,,0.92,0.122998908714804,0.284221494356064
YDR361C,129.75,ESS,,0.93,0.141981801752063,0.245100613793165
YDR362C,31.32,ESS,,0.84,0.144628474668809,0.251900482368987
YDR363W,22.08,RICH,33,0.9,0.106018667808622,0.268967937726078
YDR363W-A,303.53,RICH,75,,0.0947969042482882,0.360221185601662
YDR364C,33,OTHER,,0.86,0.16666023206783,0.311213537054488
YDR365C,150.77,ESS,,0.75,0.0859260042251783,0.21045821024333
YDR365W-B,1238.82,OTHER,,,0.115349035904394,0.198867872918069
YDR365W-A,0,OTHER,,,0.127660660711136,0.218938021349528
YDR366C,296.75,OTHER,,1.11,0.113454271638708,0.324960637153288
YDR367W,64.92,ESS,,1.1,0.0641625206656753,0.3054733318899
YDR368W,118.32,OTHER,,1.075,0.114756648586325,0.238160463576031
YDR369C,18.63,RICH,43,1.2,0.153259047157923,0.288955810558066
YDR370C,47.35,OTHER,,1.19,0.0873478635247432,0.260809144816645
YDR371W,43.58,OTHER,,0.97,0.142668522516279,0.332919542301753
YDR372C,80.12,RICH,,0.96,0.134672993221529,0.224574652166512
YDR373W,120.92,ESS,,0.99,0.219310541189849,0.27312647563571
YDR374C,5.2,OTHER,,0.88,0.179032720921057,0.26245794433083
YDR374W-A,75.55,OTHER,,,0.136498602673016,0.189812423802386
YDR375C,36.83,RICH,38,0.81,0.104901221717559,0.233412542723547
YDR376W,45.6,ESS,,0.93,0.125348802282642,0.302907883333305
YDR377W,213.43,RICH,,0.92,0.165094270488056,0.229557259808675
YDR378C,196.68,RICH,,1,0.183410384656651,0.287021686204339
YDR379W,46.1,OTHER,7,0.88,0.125620096699323,0.253745228104007
YDR379C-A,92.15,OTHER,,,0.176815969475652,0.253350749608579
YDR380W,309.82,OTHER,,1.05,0.145392005293815,0.280021618238895
YDR381W,225.8,ESS,,0.87,0.237315462808791,0.251452999153857
YDR381C-A,49.93,OTHER,,,0.130332520269777,0.410339129634867
YDR382W,1860.98,RICH,53,1.62,0.341328539677965,0.373682394810063
YDR383C,39.87,OTHER,,1.27,0.148696117351645,0.288670264210513
YDR384C,100.95,CHEM,,1.39,0.154526702946861,0.239700886266936
YDR385W,1572.22,RICH,43,1.26,0.130928116204229,0.160783294689
YDR386W,79.95,OTHER,26,0.96,0.151213283465698,0.280282535281515
YDR387C,41.28,CHEM,,0.95,0.132530682683761,0.192869950758558
YDR388W,174.85,RICH,,1.64,0.15274424885707,0.201407459405083
YDR389W,43.57,RICH,,0.79,0.107395180901556,0.218969463369585
YDR390C,70.63,ESS,,1.05,0.112822462662463,0.268257613667289
YDR391C,45.65,OTHER,,1.12,0.0978282564033601,0.269380461501392
YDR392W,32.57,RICH,57,1.05,0.1112102533651,0.241519209866831
YDR393W,26.63,RICH,,0.9,0.108572280879744,0.317618970659884
YDR394W,179.9,ESS,,0.93,0.119420064390982,0.205754370345032
YDR395W,113.02,OTHER,,0.97,0.161054390408359,0.227894104133755
YDR396W,5.45,ESS,,1.11,0.204651777144885,0.216272805989711
YDR397C,149.75,ESS,,1.16,0.198681645190893,0.198072719266661
YDR398W,176.98,ESS,,1.37,0.110346707236394,0.252596590119629
YDR399W,434.02,OTHER,83,1.23,0.117383989661849,0.201020909366756
YDR400W,52.75,OTHER,,1.1,0.150189751571081,0.186521635000692
YDR401W,8.97,OTHER,,0.92,0.151235228315436,0.319974407670293
YDR402C,3.7,OTHER,34,1.03,0.151635606644114,0.323769048476991
YDR403W,14.33,OTHER,,0.95,0.139906472775864,0.296412049237696
YDR404C,167.87,ESS,,1.13,0.12896401061904,0.275730493889608
YDR405W,61.1,RICH,,1.52,0.16612266811023,0.295687469990373
YDR406W,52.3,OTHER,,0.93,0.162680223029671,0.248563031527232
YDR406W-A,1.37,OTHER,,,0.177281323632733,0.463544007385571
YDR407C,52.82,ESS,,0.97,0.126938389671861,0.248679102363949
YDR408C,111.47,RICH,,1.22,0.106730397589487,0.150441027898245
YDR409W,32.7,OTHER,,1.01,0.125889727748995,0.203056941958519
YDR410C,83.08,OTHER,,1.33,0.166049038994428,0.257003485212703
YDR411C,45.72,OTHER,13,1.52,0.13105848330424,0.224959096273822
YDR412W,74.52,ESS,,1.43,0.0900399759839409,0.244373690400359
YDR413C,0.92,ESS,,1.52,0.0587875660772642,0.250384625124923
YDR414C,39.47,RICH,83,1.39,0.105807030771246,0.281106075413451
YDR415C,39.63,OTHER,,1.05,0.11856290276035,0.258701145017111
YDR416W,28.45,ESS,,1.14,0.0921204514071825,0.235434245776138
YDR417C,0.93,CHEM,,1.24,0.143636108623388,0.207553802942646
YDR418W,1876.68,RICH,,0.91,0.197080275213314,0.266092983868608
YDR419W,20.1,OTHER,26,0.88,0.125467356717426,0.280702679613037
YDR420W,65.95,OTHER,14,0.93,0.105009762730905,0.222896618499345
YDR421W,27.03,OTHER,,0.79,0.12876645458019,0.246737113137868
YDR422C,36.27,OTHER,26,0.865,0.0914100623804144,0.24975674195578
YDR423C,30.27,OTHER,,0.9,0.1350195374497,0.202010468353395
YDR424C,98.3,OTHER,,0.97,0.16981088987595,0.267136198037085
YDR425W,42.97,OTHER,,0.99,0.147754585938465,0.225292786178502
YDR426C,7,OTHER,,1,0.0908464849609789,0.406095959194045
YDR427W,196.27,ESS,,1.13,0.142521156588476,0.299545342487176
YDR428C,38.52,OTHER,,1.12,0.139677533744599,0.257474163681044
YDR429C,337.85,ESS,,1.33,0.190000714189305,0.225360408242
YDR430C,47.58,OTHER,,1.15,0.135692497687274,0.236540856774992
YDR431W,0.33,OTHER,,1,0.224145705671757,0.319021257158273
YDR432W,325.38,RICH,,1.47,0.220404749381013,0.190490638867469
YDR433W,4.12,CHEM,,1.14,0.267346815177832,0.199023038080472
YDR434W,73.35,ESS,,1.3,0.102803450093532,0.238730948578599
YDR435C,40.78,OTHER,45,0.96,0.131925533972416,0.173813221737036
YDR436W,26.55,OTHER,,1.39,0.146357820955894,0.254894486691297
YDR437W,9.02,ESS,,1.03,0.101082414689477,0.247352348524535
YDR438W,25.23,OTHER,10,0.91,0.129127982471988,0.239633685847421
YDR439W,25.6,RICH,158,0.87,0.110410293702917,0.249180879420992
YDR440W,41.18,OTHER,38,0.87,0.116386459764877,0.276376952849621
YDR441C,92.2,OTHER,,1.09,0.192290012706837,0.194923821015081
YDR442W,0.03,OTHER,,0.98,0.0997739290650534,0.291631925353004
YDR443C,27.25,RICH,,0.8,0.126877951524326,0.235379937228845
YDR444W,40.35,OTHER,,1.06,0.132160730048721,0.222464116522682
YDR445C,27.77,OTHER,,0.87,0.188632557844994,0.387579257062531
YDR446W,1.08,OTHER,,0.88,0.124507279829209,0.286167970971485
YDR447C,714.33,RICH,,1.12,0.145547253747511,0.234106237821823
YDR448W,2.12,RICH,68,1.065,0.188087912624385,0.216188345527496
YDR449C,102.22,ESS,,1.33,0.145321969880824,0.284438468207961
YDR450W,1858.77,RICH,,1.24,0.155150018912319,0.226979723065889
YDR451C,50.4,OTHER,,0.93,0.131722606079317,0.258813823209314
YDR452W,163.53,OTHER,,0.98,0.143072437255798,0.258370826096938
YDR453C,43.38,OTHER,17,0.97,0.190181583443587,0.30686908124958
YDR454C,285.55,ESS,,1.01,0.12996446701901,0.255750824984737
YDR455C,0.12,OTHER,,1.01,0.130715125475787,0.254636011276733
YDR456W,84.68,OTHER,,0.99,0.118219729030343,0.293101578239594
YDR457W,109.98,RICH,104,0.82,0.130128598122229,0.232989855487277
YDR458C,46.58,CHEM,,0.88,0.139893136546665,0.228192062279768
YDR459C,28.8,CHEM,,0.765,0.138795348032412,0.213205909685758
YDR460W,37.67,ESS,,1.06,0.0833331099509311,0.256130945332358
YDR461C-A,25.37,OTHER,,,0.259249299439502,0.276204746302163
YDR462W,55.07,RICH,,1.05,0.133278893182648,0.220791967606498
YDR463W,59.33,RICH,,0.86,0.126328514017353,0.247218409984523
YDR464W,48.97,ESS,,0.97,0.126449216598809,0.251179651423842
YDR465C,93.52,CHEM,12,0.93,0.0895181700961459,0.235958136691863
YDR466W,40.48,OTHER,6,0.83,0.126509834649574,0.292859368724862
YDR467C,3.78,OTHER,,0.65,0.172192933766152,0.325793964362595
YDR468C,62.08,OTHER,,0.72,0.145349509390734,0.213940672152081
YDR469W,59.57,OTHER,,0.91,0.16293173863009,0.226413694215459
YDR470C,25.82,CHEM,,0.86,0.132737594253466,0.2590738087673
YDR471W,1107.85,RICH,,0.95,0.232397315866205,0.150101991537894
YDR472W,63.18,ESS,,0.85,0.139030986221709,0.218899776772216
YDR473C,26.85,ESS,,0.85,0.13936383694984,0.260493241560422
YDR475C,40.18,OTHER,,1.82,0.137965915605705,0.258272855791124
YDR476C,99.02,OTHER,,1.67,0.0942199239757654,0.191025970603382
YDR477W,71.22,RICH,42,1.25,0.178965910845665,0.272960054538965
YDR478W,22.17,ESS,,0.92,0.158610663067025,0.285068789858787
YDR479C,32.75,OTHER,37,0.96,0.136335533656111,0.226620191879177
YDR480W,25.48,OTHER,,1.01,0.118566067851375,0.227787110487602
YDR481C,104.57,CHEM,,1.02,0.144658760500969,0.225642425689863
YDR482C,42.87,OTHER,,1.03,0.151793523941092,0.181919832371077
YDR483W,213.73,OTHER,,1.32,0.142374287324309,0.197671252848999
YDR484W,28.97,RICH,,0.87,0.158040562538765,0.195775604789772
YDR485C,47.68,RICH,88,0.85,0.139734594161069,0.205501099454445
YDR486C,67,OTHER,,0.99,0.157703704040775,0.1908125085925
YDR487C,152.88,OTHER,,1.04,0.175495014587861,0.273244874245064
YDR488C,10.63,OTHER,119,1.22,0.160930672737376,0.224568312951749
YDR489W,28.18,ESS,,0.98,0.14399636802266,0.228977691965189
YDR490C,32.77,OTHER,,1.16,0.139220289060318,0.238566960134432
YDR491C,0.42,OTHER,,1.33,0.135167447836748,0.271255708242183
YDR492W,173.43,OTHER,31,1.04,0.147126528667182,0.245047857273937
YDR493W,32.08,OTHER,,0.92,0.168769534827286,0.155008992060757
